SCHOOL CODE,COUNTY,PUBLIC/  PRIVATE,PUBLIC SCHOOL DISTRICT,CITY,SCHOOL NAME,ENROLLMENT,PME,PBE,MMR1
6113245,SAN FRANCISCO,PUBLIC,SAN FRANCISCO UNIFIED,SAN FRANCISCO,YU (ALICE FONG) ELEMENTARY,67,0,0,67
123505,SAN FRANCISCO,PUBLIC,SBE - MISSION PREPARATORY,SAN FRANCISCO,MISSION PREPARATORY,51,0,0,51
6930572,SAN FRANCISCO,PRIVATE,,SAN FRANCISCO,ADDA CLEVENGER JR. PREP.,16,0,0,16
6140099,SAN FRANCISCO,PRIVATE,,SAN FRANCISCO,ALTA VISTA SCHOOL,42,0,1,41
6965578,SAN FRANCISCO,PRIVATE,,SAN FRANCISCO,BRANDEIS HILLEL DAY SCHOOL,41,0,2,36
6965586,SAN FRANCISCO,PRIVATE,,SAN FRANCISCO,CATHEDRAL SCHOOL FOR BOYS,24,0,0,23
7096514,SAN FRANCISCO,PRIVATE,,SAN FRANCISCO,CHILDREN'S DAY SCHOOL,46,0,6,40
7021116,SAN FRANCISCO,PRIVATE,,SAN FRANCISCO,CHINESE AMERICAN INTERNATIONAL SCHOOL,65,0,1,64
6981138,SAN FRANCISCO,PRIVATE,,SAN FRANCISCO,CONVENT OF THE SACRED HEART ELEMENTARY,45,0,1,44
6903165,SAN FRANCISCO,PRIVATE,,SAN FRANCISCO,CORNERSTONE ACADEMY-SILVER CAMPUS,88,0,0,87
6981500,SAN FRANCISCO,PRIVATE,,SAN FRANCISCO,ECOLE NOTRE DAME DES VICTOIRES,35,0,0,35
6980734,SAN FRANCISCO,PRIVATE,,SAN FRANCISCO,EPIPHANY ELEMENTARY,37,0,0,37
7044605,SAN FRANCISCO,PRIVATE,,SAN FRANCISCO,EUREKA LEARNING CENTER,11,0,1,9
6981195,SAN FRANCISCO,PRIVATE,,SAN FRANCISCO,FRENCH AMERICAN INTERNATIONAL SCHOOL,79,0,4,65
6997829,SAN FRANCISCO,PRIVATE,,SAN FRANCISCO,"HAMLIN, THE",43,0,0,40
6981278,SAN FRANCISCO,PRIVATE,,SAN FRANCISCO,HOLY NAME ELEMENTARY,34,0,0,34
6981328,SAN FRANCISCO,PRIVATE,,SAN FRANCISCO,KATHERINE DELMAR BURKE SCHOOL,43,0,1,39
6130090,SAN FRANCISCO,PRIVATE,,SAN FRANCISCO,KATHERINE MICHIELS SCHOOL,13,0,4,4
6913123,SAN FRANCISCO,PRIVATE,,SAN FRANCISCO,KROUZIAN ZEKARIAN ARMENIAN SCHOOL,11,0,0,11
6144257,SAN FRANCISCO,PRIVATE,,SAN FRANCISCO,LA SCUOLA INTERNAZAIONALE DI SAN FRANCISCO,11,0,2,9
6981377,SAN FRANCISCO,PRIVATE,,SAN FRANCISCO,LIVE OAK SCHOOL,24,0,0,24
6939664,SAN FRANCISCO,PRIVATE,,SAN FRANCISCO,LYCEE FRANCAIS DE SAN FRANCISCO,57,0,1,42
6981716,SAN FRANCISCO,PRIVATE,,SAN FRANCISCO,MISSION DOLORES ACADEMY,30,0,0,30
6981542,SAN FRANCISCO,PRIVATE,,SAN FRANCISCO,ONE FIFTY PARKER AVENUE SCHOOL,14,0,0,14
6981559,SAN FRANCISCO,PRIVATE,,SAN FRANCISCO,OUR LADY OF THE VISITACION ELEMENTARY,26,0,0,25
6205652,SAN FRANCISCO,PRIVATE,,SAN FRANCISCO,PRESIDIO HILL SCHOOL,20,0,0,20
6144034,SAN FRANCISCO,PRIVATE,,SAN FRANCISCO,PRESIDIO KNOLLS SCHOOL,35,1,0,34
7019417,SAN FRANCISCO,PRIVATE,,SAN FRANCISCO,RISE INSTITUTE, ,,,
6981658,SAN FRANCISCO,PRIVATE,,SAN FRANCISCO,SAINT ANNE SCHOOL,27,0,0,27
6981682,SAN FRANCISCO,PRIVATE,,SAN FRANCISCO,SAINT BRIGID SCHOOL,23,0,0,23
6981997,SAN FRANCISCO,PRIVATE,,SAN FRANCISCO,SAINT MARY SCHOOL,13,0,0,13
6980585,SAN FRANCISCO,PRIVATE,,SAN FRANCISCO,SAINT MONICA SCHOOL,31,0,1,30
6980676,SAN FRANCISCO,PRIVATE,,SAN FRANCISCO,SAINT VINCENT DE PAUL,35,0,0,25
6980718,SAN FRANCISCO,PRIVATE,,SAN FRANCISCO,SAN FRANCISCO ADVENTIST, ,,,
7095755,SAN FRANCISCO,PRIVATE,,SAN FRANCISCO,SAN FRANCISCO CITY ACADEMY,12,0,0,12
6915748,SAN FRANCISCO,PRIVATE,,SAN FRANCISCO,SAN FRANCISCO DAY SCHOOL,43,0,0,37
6204762,SAN FRANCISCO,PRIVATE,,SAN FRANCISCO,SAN FRANCISCO FRIENDS SCHOOL,44,1,6,37
6200760,SAN FRANCISCO,PRIVATE,,SAN FRANCISCO,SAN FRANCISCO PACIFIC ACADEMY,13,0,0,11
6980726,SAN FRANCISCO,PRIVATE,,SAN FRANCISCO,"SAN FRANCISCO SCHOOL, THE",23,1,2,20
6143952,SAN FRANCISCO,PRIVATE,,SAN FRANCISCO,SAN FRANCISCO SCHOOLHOUSE,10,0,1,4
6907927,SAN FRANCISCO,PRIVATE,,SAN FRANCISCO,SAN FRANCISCO WALDORF SCHOOL,70,1,30,18
6206007,SAN FRANCISCO,PRIVATE,,SAN FRANCISCO,SHALOM SCHOOL DBA BAIS MENACHEM YESHIVA DAY SCHOOL, ,,,
6981666,SAN FRANCISCO,PRIVATE,,SAN FRANCISCO,ST. ANTHONY–IMMACULATE CONCEPTION,15,0,0,14
6981674,SAN FRANCISCO,PRIVATE,,SAN FRANCISCO,ST. BRENDAN ELEMENTARY,36,0,0,36
6981690,SAN FRANCISCO,PRIVATE,,SAN FRANCISCO,ST. CECILIA ELEMENTARY,69,0,0,69
6981708,SAN FRANCISCO,PRIVATE,,SAN FRANCISCO,ST. CHARLES ELEMENTARY,14,0,0,14
6981740,SAN FRANCISCO,PRIVATE,,SAN FRANCISCO,ST. FINN BARR,26,0,0,26
6981765,SAN FRANCISCO,PRIVATE,,SAN FRANCISCO,ST. GABRIEL ELEMENTARY,51,0,0,51
6981773,SAN FRANCISCO,PRIVATE,,SAN FRANCISCO,ST. JAMES SCHOOL,11,0,0,9
6139893,SAN FRANCISCO,PRIVATE,,SAN FRANCISCO,ST. JOHN THE EVANGELIST,20,1,0,19
6980601,SAN FRANCISCO,PRIVATE,,SAN FRANCISCO,ST. PAUL'S,19,0,0,19
6980619,SAN FRANCISCO,PRIVATE,,SAN FRANCISCO,ST. PETER'S SCHOOL,32,0,0,28
6980627,SAN FRANCISCO,PRIVATE,,SAN FRANCISCO,ST. PHILIP SCHOOL,31,0,0,30
6980643,SAN FRANCISCO,PRIVATE,,SAN FRANCISCO,ST. STEPHEN SCHOOL,25,0,0,24
6980650,SAN FRANCISCO,PRIVATE,,SAN FRANCISCO,ST. THOMAS MORE,35,0,0,32
6980668,SAN FRANCISCO,PRIVATE,,SAN FRANCISCO,ST. THOMAS THE APOSTLE SCHOOL,24,0,0,23
6980742,SAN FRANCISCO,PRIVATE,,SAN FRANCISCO,STAR OF THE SEA SCHOOL,31,0,0,31
6135651,SAN FRANCISCO,PRIVATE,,SAN FRANCISCO,STRATFORD SCHOOL,46,0,0,46
6980684,SAN FRANCISCO,PRIVATE,,SAN FRANCISCO,STS. PETER AND PAUL ELEMENTARY,23,0,3,18
6980759,SAN FRANCISCO,PRIVATE,,SAN FRANCISCO,STUART HALL FOR BOYS,44,0,0,44
6905913,SAN FRANCISCO,PRIVATE,,SAN FRANCISCO,SYNERGY SCHOOL,25,0,1,17
6980833,SAN FRANCISCO,PRIVATE,,SAN FRANCISCO,TOWN SCHOOL FOR BOYS,46,0,0,37
6980874,SAN FRANCISCO,PRIVATE,,SAN FRANCISCO,WEST PORTAL LUTHERAN ELEMENTARY,57,0,0,57
6980890,SAN FRANCISCO,PRIVATE,,SAN FRANCISCO,ZION LUTHERAN SCHOOL,18,0,2,16
127134,SAN JOAQUIN,PUBLIC,BANTA ELEMENTARY,LATHROP,RIVER ISLANDS TECHNOLOGY ACADEMY,54,0,1,51
6041750,SAN JOAQUIN,PUBLIC,BANTA ELEMENTARY,TRACY,BANTA ELEMENTARY,46,0,0,46
6041792,SAN JOAQUIN,PUBLIC,ESCALON UNIFIED,ESCALON,DENT ELEMENTARY,110,0,3,106
126011,SAN JOAQUIN,PUBLIC,ESCALON UNIFIED,ESCALON,ESCALON CHARTER ACADEMY,21,0,1,20
6041834,SAN JOAQUIN,PUBLIC,ESCALON UNIFIED,ESCALON,VAN ALLEN ELEMENTARY,61,1,0,57
6041800,SAN JOAQUIN,PUBLIC,ESCALON UNIFIED,FARMINGTON,FARMINGTON ELEMENTARY,13,0,0,13
6041784,SAN JOAQUIN,PUBLIC,ESCALON UNIFIED,STOCKTON,COLLEGEVILLE ELEMENTARY,20,0,1,16
105718,SAN JOAQUIN,PUBLIC,JEFFERSON ELEMENTARY,TRACY,ANTHONY C. TRAINA ELEMENTARY,72,0,0,72
6110373,SAN JOAQUIN,PUBLIC,JEFFERSON ELEMENTARY,TRACY,MONTICELLO ELEMENTARY,80,0,0,72
6117618,SAN JOAQUIN,PUBLIC,JEFFERSON ELEMENTARY,TRACY,TOM HAWKINS ELEMENTARY,77,0,3,74
114645,SAN JOAQUIN,PUBLIC,LAMMERSVILLE JOINT UNIFIED,MOUNTAIN HOUSE,BETHANY ELEMENTARY,89,0,0,88
121046,SAN JOAQUIN,PUBLIC,LAMMERSVILLE JOINT UNIFIED,MOUNTAIN HOUSE,SEBASTIAN QUESTA ELEMENTARY,115,1,1,109
106484,SAN JOAQUIN,PUBLIC,LAMMERSVILLE JOINT UNIFIED,MOUNTAIN HOUSE,WICKLUND ELEMENTARY,71,0,1,67
6041883,SAN JOAQUIN,PUBLIC,LAMMERSVILLE JOINT UNIFIED,TRACY,LAMMERSVILLE ELEMENTARY,22,0,2,20
6111462,SAN JOAQUIN,PUBLIC,LINCOLN UNIFIED,STOCKTON,BROOKSIDE,76,1,0,75
6104020,SAN JOAQUIN,PUBLIC,LINCOLN UNIFIED,STOCKTON,CLAUDIA LANDEEN,74,1,3,69
6041891,SAN JOAQUIN,PUBLIC,LINCOLN UNIFIED,STOCKTON,COLONIAL HEIGHTS,44,0,0,44
6105738,SAN JOAQUIN,PUBLIC,LINCOLN UNIFIED,STOCKTON,DON RIGGIO,65,0,1,63
6041909,SAN JOAQUIN,PUBLIC,LINCOLN UNIFIED,STOCKTON,JOHN R. WILLIAMS,95,0,0,94
6041917,SAN JOAQUIN,PUBLIC,LINCOLN UNIFIED,STOCKTON,LINCOLN ELEMENTARY,84,0,0,82
6095210,SAN JOAQUIN,PUBLIC,LINCOLN UNIFIED,STOCKTON,MABLE BARRON,73,0,0,71
6041933,SAN JOAQUIN,PUBLIC,LINCOLN UNIFIED,STOCKTON,TULLY C. KNOLES,83,1,0,79
6041974,SAN JOAQUIN,PUBLIC,LINDEN UNIFIED,LINDEN,LINDEN ELEMENTARY,90,0,2,85
6041966,SAN JOAQUIN,PUBLIC,LINDEN UNIFIED,STOCKTON,GLENWOOD ELEMENTARY,37,0,2,33
6042006,SAN JOAQUIN,PUBLIC,LINDEN UNIFIED,STOCKTON,WAVERLY ELEMENTARY,39,0,1,38
6042121,SAN JOAQUIN,PUBLIC,LODI UNIFIED,ACAMPO,HOUSTON,11,0,0,11
6042188,SAN JOAQUIN,PUBLIC,LODI UNIFIED,LOCKEFORD,LOCKEFORD ELEMENTARY,48,0,2,46
6108856,SAN JOAQUIN,PUBLIC,LODI UNIFIED,LODI,BECKMAN ELEMENTARY,84,0,1,82
6042204,SAN JOAQUIN,PUBLIC,LODI UNIFIED,LODI,CLYDE W. NEEDHAM ELEMENTARY,43,0,0,43
108209,SAN JOAQUIN,PUBLIC,LODI UNIFIED,LODI,ELLERTH E. LARSON ELEMENTARY,96,0,0,84
6042071,SAN JOAQUIN,PUBLIC,LODI UNIFIED,LODI,ERMA B. REESE ELEMENTARY,91,0,2,87
6042097,SAN JOAQUIN,PUBLIC,LODI UNIFIED,LODI,GEORGE WASHINGTON ELEMENTARY,60,0,0,54
6097760,SAN JOAQUIN,PUBLIC,LODI UNIFIED,LODI,HERITAGE ELEMENTARY,81,0,0,81
6117675,SAN JOAQUIN,PUBLIC,LODI UNIFIED,LODI,JOE SERNA JR. CHARTER,42,0,0,42
6042139,SAN JOAQUIN,PUBLIC,LODI UNIFIED,LODI,LAKEWOOD ELEMENTARY,63,0,0,53
6042147,SAN JOAQUIN,PUBLIC,LODI UNIFIED,LODI,LAWRENCE ELEMENTARY,79,0,0,79
6042154,SAN JOAQUIN,PUBLIC,LODI UNIFIED,LODI,LEROY NICHOLS ELEMENTARY,53,0,0,50
6042170,SAN JOAQUIN,PUBLIC,LODI UNIFIED,LODI,LIVE OAK ELEMENTARY,28,0,0,28
100560,SAN JOAQUIN,PUBLIC,LODI UNIFIED,LODI,LOIS E. BORCHARDT ELEMENTARY,103,0,0,103
6042295,SAN JOAQUIN,PUBLIC,LODI UNIFIED,LODI,VINEWOOD ELEMENTARY,57,0,3,52
111419,SAN JOAQUIN,PUBLIC,LODI UNIFIED,LODI,WOODBRIDGE,54,0,3,50
102632,SAN JOAQUIN,PUBLIC,LODI UNIFIED,STOCKTON,ANSEL ADAMS,111,0,0,107
6118921,SAN JOAQUIN,PUBLIC,LODI UNIFIED,STOCKTON,ASPIRE RIVER OAKS CHARTER,66,0,0,66
6116594,SAN JOAQUIN,PUBLIC,LODI UNIFIED,STOCKTON,ASPIRE VINCENT SHALVEY ACADEMY,66,1,0,65
6104426,SAN JOAQUIN,PUBLIC,LODI UNIFIED,STOCKTON,CLAIRMONT ELEMENTARY,54,0,0,54
6104038,SAN JOAQUIN,PUBLIC,LODI UNIFIED,STOCKTON,CREEKSIDE ELEMENTARY,66,0,2,64
6042055,SAN JOAQUIN,PUBLIC,LODI UNIFIED,STOCKTON,DAVIS ELEMENTARY,43,0,2,41
111286,SAN JOAQUIN,PUBLIC,LODI UNIFIED,STOCKTON,GEORGE LINCOLN MOSHER,72,0,0,69
6111983,SAN JOAQUIN,PUBLIC,LODI UNIFIED,STOCKTON,JOHN MUIR ELEMENTARY,78,1,0,76
6120059,SAN JOAQUIN,PUBLIC,LODI UNIFIED,STOCKTON,JULIA MORGAN ELEMENTARY,69,1,2,66
108217,SAN JOAQUIN,PUBLIC,LODI UNIFIED,STOCKTON,MANLIO SILVA ELEMENTARY,118,0,1,117
6100341,SAN JOAQUIN,PUBLIC,LODI UNIFIED,STOCKTON,OAKWOOD ELEMENTARY,60,0,1,59
6100366,SAN JOAQUIN,PUBLIC,LODI UNIFIED,STOCKTON,PARKLANE ELEMENTARY,140,0,1,139
116608,SAN JOAQUIN,PUBLIC,LODI UNIFIED,STOCKTON,PODESTA RANCH ELEMENTARY,100,0,3,97
6108807,SAN JOAQUIN,PUBLIC,LODI UNIFIED,STOCKTON,WAGNER-HOLT ELEMENTARY,84,0,3,81
6109839,SAN JOAQUIN,PUBLIC,LODI UNIFIED,STOCKTON,WESTWOOD ELEMENTARY,94,0,0,82
6098057,SAN JOAQUIN,PUBLIC,LODI UNIFIED,VICTOR,VICTOR ELEMENTARY,19,0,1,18
6042311,SAN JOAQUIN,PUBLIC,MANTECA UNIFIED,FRENCH CAMP,FRENCH CAMP ELEMENTARY,77,0,0,77
6118509,SAN JOAQUIN,PUBLIC,MANTECA UNIFIED,LATHROP,"JOSEPH WIDMER, JR., ELEMENTARY",75,0,0,75
6042337,SAN JOAQUIN,PUBLIC,MANTECA UNIFIED,LATHROP,LATHROP ELEMENTARY,91,0,0,91
113357,SAN JOAQUIN,PUBLIC,MANTECA UNIFIED,LATHROP,MOSSDALE ELEMENTARY,79,0,0,79
6108237,SAN JOAQUIN,PUBLIC,MANTECA UNIFIED,MANTECA,BROCK ELLIOTT ELEMENTARY,83,0,0,83
6107429,SAN JOAQUIN,PUBLIC,MANTECA UNIFIED,MANTECA,GEORGE MCPARLAND ELEMENTARY,113,0,0,113
6042329,SAN JOAQUIN,PUBLIC,MANTECA UNIFIED,MANTECA,GOLDEN WEST ELEMENTARY,49,0,0,49
6112197,SAN JOAQUIN,PUBLIC,MANTECA UNIFIED,MANTECA,JOSHUA COWELL ELEMENTARY,55,0,0,55
6042345,SAN JOAQUIN,PUBLIC,MANTECA UNIFIED,MANTECA,LINCOLN ELEMENTARY,47,0,0,47
6104533,SAN JOAQUIN,PUBLIC,MANTECA UNIFIED,MANTECA,NEIL HAFLEY ELEMENTARY,62,0,3,59
6042360,SAN JOAQUIN,PUBLIC,MANTECA UNIFIED,MANTECA,NEW HAVEN ELEMENTARY,60,0,0,60
6042378,SAN JOAQUIN,PUBLIC,MANTECA UNIFIED,MANTECA,NILE GARDEN ELEMENTARY,52,0,1,51
6042386,SAN JOAQUIN,PUBLIC,MANTECA UNIFIED,MANTECA,SEQUOIA ELEMENTARY,93,0,1,92
6042394,SAN JOAQUIN,PUBLIC,MANTECA UNIFIED,MANTECA,SHASTA ELEMENTARY,90,0,0,90
6109532,SAN JOAQUIN,PUBLIC,MANTECA UNIFIED,MANTECA,STELLA BROCKMAN ELEMENTARY,92,0,1,91
108613,SAN JOAQUIN,PUBLIC,MANTECA UNIFIED,MANTECA,VERITAS ELEMENTARY,62,0,1,61
105973,SAN JOAQUIN,PUBLIC,MANTECA UNIFIED,MANTECA,WALTER WOODWARD ELEMENTARY,69,0,4,65
6110555,SAN JOAQUIN,PUBLIC,MANTECA UNIFIED,STOCKTON,AUGUST KNODT ELEMENTARY,72,0,0,72
6120505,SAN JOAQUIN,PUBLIC,MANTECA UNIFIED,STOCKTON,GEORGE Y. KOMURE ELEMENTARY,92,0,1,91
6115414,SAN JOAQUIN,PUBLIC,MANTECA UNIFIED,STOCKTON,GREAT VALLEY ELEMENTARY,96,0,2,94
6042428,SAN JOAQUIN,PUBLIC,NEW HOPE ELEMENTARY,THORNTON,NEW HOPE ELEMENTARY,20,1,1,18
124768,SAN JOAQUIN,PUBLIC,NEW JERUSALEM ELEMENTARY,MANTECA,GREAT VALLEY ACADEMY - MANTECA,92,0,2,90
127191,SAN JOAQUIN,PUBLIC,NEW JERUSALEM ELEMENTARY,SIMI VALLEY,CALIFORNIA VIRTUAL ACADEMY @ SAN JOAQUIN,87,0,25,61
6042436,SAN JOAQUIN,PUBLIC,NEW JERUSALEM ELEMENTARY,TRACY,NEW JERUSALEM ELEMENTARY,23,0,1,22
6042444,SAN JOAQUIN,PUBLIC,OAK VIEW UNION ELEMENTARY,ACAMPO,OAK VIEW ELEMENTARY,44,0,2,42
125849,SAN JOAQUIN,PUBLIC,RIPON UNIFIED,RIPON,CALIFORNIA CONNECTIONS ACADEMY @ RIPON,34,0,10,24
6109284,SAN JOAQUIN,PUBLIC,RIPON UNIFIED,RIPON,COLONY OAK ELEMENTARY,49,0,4,45
108035,SAN JOAQUIN,PUBLIC,RIPON UNIFIED,RIPON,PARK VIEW ELEMENTARY,26,0,1,25
6042477,SAN JOAQUIN,PUBLIC,RIPON UNIFIED,RIPON,RIPON ELEMENTARY,76,0,4,72
6042485,SAN JOAQUIN,PUBLIC,RIPON UNIFIED,RIPON,RIPONA ELEMENTARY,28,0,1,27
6106322,SAN JOAQUIN,PUBLIC,RIPON UNIFIED,RIPON,WESTON ELEMENTARY,52,0,0,52
6069215,SAN JOAQUIN,PUBLIC,SAN JOAQUIN COUNTY OFFICE OF EDUCATION,STOCKTON,SAN JOAQUIN COUNTY SPECIAL EDUCATION,31,0,1,30
3930476,SAN JOAQUIN,PUBLIC,SAN JOAQUIN COUNTY OFFICE OF EDUCATION,STOCKTON,VENTURE ACADEMY,36,0,4,32
6042501,SAN JOAQUIN,PUBLIC,STOCKTON UNIFIED,STOCKTON,ADAMS ELEMENTARY,60,0,0,60
111369,SAN JOAQUIN,PUBLIC,STOCKTON UNIFIED,STOCKTON,ALEXANDER HAMILTON ELEMENTARY,101,0,0,97
121541,SAN JOAQUIN,PUBLIC,STOCKTON UNIFIED,STOCKTON,ASPIRE APEX ACADEMY,49,0,2,47
114876,SAN JOAQUIN,PUBLIC,STOCKTON UNIFIED,STOCKTON,ASPIRE PORT CITY ACADEMY,72,0,0,72
108647,SAN JOAQUIN,PUBLIC,STOCKTON UNIFIED,STOCKTON,ASPIRE ROSA PARKS ACADEMY,66,0,0,66
6042519,SAN JOAQUIN,PUBLIC,STOCKTON UNIFIED,STOCKTON,AUGUST ELEMENTARY,95,0,1,94
6042535,SAN JOAQUIN,PUBLIC,STOCKTON UNIFIED,STOCKTON,CLEVELAND ELEMENTARY,75,0,1,74
6098651,SAN JOAQUIN,PUBLIC,STOCKTON UNIFIED,STOCKTON,COMMODORE STOCKTON SKILLS,119,0,0,105
6118871,SAN JOAQUIN,PUBLIC,STOCKTON UNIFIED,STOCKTON,DOLORES HUERTA ELEMENTARY,41,0,0,41
117853,SAN JOAQUIN,PUBLIC,STOCKTON UNIFIED,STOCKTON,DR. LEWIS DOLPHIN STALLWORTH SR. CHARTER,26,0,0,14
6042543,SAN JOAQUIN,PUBLIC,STOCKTON UNIFIED,STOCKTON,EL DORADO ELEMENTARY,60,0,0,59
6042550,SAN JOAQUIN,PUBLIC,STOCKTON UNIFIED,STOCKTON,ELMWOOD ELEMENTARY,91,0,0,91
6042576,SAN JOAQUIN,PUBLIC,STOCKTON UNIFIED,STOCKTON,FILLMORE ELEMENTARY,91,0,0,90
100206,SAN JOAQUIN,PUBLIC,STOCKTON UNIFIED,STOCKTON,GEORGE W. BUSH ELEMENTARY,130,0,0,130
6104665,SAN JOAQUIN,PUBLIC,STOCKTON UNIFIED,STOCKTON,GEORGE WASHINGTON ELEMENTARY,20,0,0,20
6042600,SAN JOAQUIN,PUBLIC,STOCKTON UNIFIED,STOCKTON,GRUNSKY ELEMENTARY,67,0,0,65
6042618,SAN JOAQUIN,PUBLIC,STOCKTON UNIFIED,STOCKTON,HARRISON ELEMENTARY,71,0,0,71
6042626,SAN JOAQUIN,PUBLIC,STOCKTON UNIFIED,STOCKTON,HAZELTON ELEMENTARY,99,0,1,96
6042634,SAN JOAQUIN,PUBLIC,STOCKTON UNIFIED,STOCKTON,HOOVER ELEMENTARY,93,0,1,86
111351,SAN JOAQUIN,PUBLIC,STOCKTON UNIFIED,STOCKTON,JOHN C. FREMONT ELEMENTARY,103,0,0,103
111310,SAN JOAQUIN,PUBLIC,STOCKTON UNIFIED,STOCKTON,JOHN MARSHALL ELEMENTARY,57,0,0,52
6042667,SAN JOAQUIN,PUBLIC,STOCKTON UNIFIED,STOCKTON,KENNEDY ELEMENTARY,63,0,1,59
6042568,SAN JOAQUIN,PUBLIC,STOCKTON UNIFIED,STOCKTON,KING ELEMENTARY,99,0,1,96
6098677,SAN JOAQUIN,PUBLIC,STOCKTON UNIFIED,STOCKTON,KOHL OPEN ELEMENTARY,30,1,1,28
6042683,SAN JOAQUIN,PUBLIC,STOCKTON UNIFIED,STOCKTON,MADISON ELEMENTARY,81,0,0,81
111328,SAN JOAQUIN,PUBLIC,STOCKTON UNIFIED,STOCKTON,MAXINE HONG KINGSTON ELEMENTARY,95,0,0,95
6042691,SAN JOAQUIN,PUBLIC,STOCKTON UNIFIED,STOCKTON,MCKINLEY ELEMENTARY,112,0,0,112
6042709,SAN JOAQUIN,PUBLIC,STOCKTON UNIFIED,STOCKTON,MONROE ELEMENTARY,60,0,0,60
6042717,SAN JOAQUIN,PUBLIC,STOCKTON UNIFIED,STOCKTON,MONTEZUMA ELEMENTARY,95,0,0,89
6042725,SAN JOAQUIN,PUBLIC,STOCKTON UNIFIED,STOCKTON,NIGHTINGALE CHARTER,40,0,0,40
111336,SAN JOAQUIN,PUBLIC,STOCKTON UNIFIED,STOCKTON,PITTMAN CHARTER,76,1,0,75
121798,SAN JOAQUIN,PUBLIC,STOCKTON UNIFIED,STOCKTON,PRIMARY YEARS ACADEMY,59,0,2,57
6042741,SAN JOAQUIN,PUBLIC,STOCKTON UNIFIED,STOCKTON,PULLIAM ELEMENTARY,64,0,0,63
6115422,SAN JOAQUIN,PUBLIC,STOCKTON UNIFIED,STOCKTON,RIO CALAVERAS ELEMENTARY,119,0,1,118
6042758,SAN JOAQUIN,PUBLIC,STOCKTON UNIFIED,STOCKTON,ROOSEVELT ELEMENTARY,40,0,0,40
6116115,SAN JOAQUIN,PUBLIC,STOCKTON UNIFIED,STOCKTON,SAN JOAQUIN ELEMENTARY,96,0,1,93
118752,SAN JOAQUIN,PUBLIC,STOCKTON UNIFIED,STOCKTON,SPANOS (ALEX G.) ELEMENTARY,60,0,0,58
120725,SAN JOAQUIN,PUBLIC,STOCKTON UNIFIED,STOCKTON,STOCKTON COLLEGIATE INTERNATIONAL ELEMENTARY,60,0,1,59
6042766,SAN JOAQUIN,PUBLIC,STOCKTON UNIFIED,STOCKTON,TAFT ELEMENTARY,60,0,0,57
6042774,SAN JOAQUIN,PUBLIC,STOCKTON UNIFIED,STOCKTON,TAYLOR LEADERSHIP ACADEMY,60,0,0,59
124958,SAN JOAQUIN,PUBLIC,STOCKTON UNIFIED,STOCKTON,TEAM CHARTER,99,0,0,95
6042782,SAN JOAQUIN,PUBLIC,STOCKTON UNIFIED,STOCKTON,TYLER SKILLS ELEMENTARY,59,0,1,58
115303,SAN JOAQUIN,PUBLIC,STOCKTON UNIFIED,STOCKTON,VALENTINE PEYTON ELEMENTARY,97,0,0,97
6042790,SAN JOAQUIN,PUBLIC,STOCKTON UNIFIED,STOCKTON,VAN BUREN ELEMENTARY,56,0,0,56
6042808,SAN JOAQUIN,PUBLIC,STOCKTON UNIFIED,STOCKTON,VICTORY ELEMENTARY,62,0,1,60
111344,SAN JOAQUIN,PUBLIC,STOCKTON UNIFIED,STOCKTON,WILHELMINA HENRY ELEMENTARY,100,0,0,97
6042824,SAN JOAQUIN,PUBLIC,STOCKTON UNIFIED,STOCKTON,WILSON ELEMENTARY,59,1,0,56
6118699,SAN JOAQUIN,PUBLIC,TRACY JOINT UNIFIED,TRACY,ART FREILER,98,0,2,94
6042832,SAN JOAQUIN,PUBLIC,TRACY JOINT UNIFIED,TRACY,CENTRAL ELEMENTARY,91,0,2,89
108357,SAN JOAQUIN,PUBLIC,TRACY JOINT UNIFIED,TRACY,GEORGE KELLY ELEMENTARY,108,0,1,106
6108997,SAN JOAQUIN,PUBLIC,TRACY JOINT UNIFIED,TRACY,GLADYS POET-CHRISTIAN ELEMENTARY,54,0,3,51
6110530,SAN JOAQUIN,PUBLIC,TRACY JOINT UNIFIED,TRACY,LOUIS A. BOHN ELEMENTARY,71,0,0,71
6106488,SAN JOAQUIN,PUBLIC,TRACY JOINT UNIFIED,TRACY,LOUIS J. VILLALOVOZ ELEMENTARY,92,1,0,91
6042857,SAN JOAQUIN,PUBLIC,TRACY JOINT UNIFIED,TRACY,MCKINLEY ELEMENTARY,58,0,0,57
6107973,SAN JOAQUIN,PUBLIC,TRACY JOINT UNIFIED,TRACY,MELVILLE S. JACOBSON ELEMENTARY,131,0,0,130
6042865,SAN JOAQUIN,PUBLIC,TRACY JOINT UNIFIED,TRACY,NORTH ELEMENTARY,81,0,1,80
102384,SAN JOAQUIN,PUBLIC,TRACY JOINT UNIFIED,TRACY,PRIMARY CHARTER,60,0,1,59
6042881,SAN JOAQUIN,PUBLIC,TRACY JOINT UNIFIED,TRACY,SOUTH/WEST PARK ELEMENTARY,179,0,2,177
6114490,SAN JOAQUIN,PUBLIC,TRACY JOINT UNIFIED,TRACY,WANDA HIRSCH ELEMENTARY,64,0,2,62
6137467,SAN JOAQUIN,PRIVATE,,ACAMPO,LODI CHRISTIAN SCHOOL,22,0,1,21
6902266,SAN JOAQUIN,PRIVATE,,LODI,CENTURY CHRISTIAN SCHOOL,17,0,0,17
